K,minRSS,AICminRSSk,purity
1,1367689.2507506276,1367889.2507506276,0.69993060374739768
2,1340194.4178515819,1340594.4178515819,0.69993060374739768
3,1320003.9504905159,1320603.9504905159,0.69993060374739768
4,1303774.2675532401,1304574.2675532401,0.69993060374739768
5,1289167.8450846027,1290167.8450846027,0.69993060374739768
6,1277014.9713099343,1278214.9713099343,0.69993060374739768
7,1267613.2415656743,1269013.2415656743,0.69993060374739768
8,1260491.6072591827,1262091.6072591827,0.69993060374739768
9,1252388.9700465873,1254188.9700465873,0.69993060374739768
10,1250850.5295663178,1252850.5295663178,0.69993060374739768
11,1243371.0011468953,1245571.0011468953,0.69993060374739768
12,1240782.297302329,1243182.297302329,0.69993060374739768
13,1234473.8785991045,1237073.8785991045,0.69993060374739768
14,1230709.1892998652,1233509.1892998652,0.69993060374739768
16,1227950.4753756074,1231150.4753756074,0.71714087439278273
15,1231998.3612856341,1234998.3612856341,0.71880638445523937
17,1222044.2753759483,1225444.2753759483,0.70451075641915339
18,1224245.2909698992,1227845.2909698992,0.69999999999999996
19,1219829.7056065632,1223629.7056065632,0.71797362942401111
20,1222519.2445143422,1226519.2445143422,0.71651630811936151
21,1215768.2197097766,1219968.2197097766,0.71839000693962529
22,1216120.5352831362,1220520.5352831362,0.69999999999999996
23,1212381.9375442627,1216981.9375442627,0.69993060374739768
24,1210337.4733688736,1215137.4733688736,0.71707147814018046
25,1209245.0839692077,1214245.0839692077,0.72928521859819573
26,1206910.8548584478,1212110.8548584478,0.71616932685634971
28,1205183.8519480391,1210783.8519480391,0.71679389312977104
27,1207658.3652144412,1213058.3652144412,0.71561415683553087
29,1204469.893483253,1210269.893483253,0.7002081887578071
30,1199973.7103734235,1205973.7103734235,0.71956974323386536
31,1199362.5219516098,1205562.5219516098,0.71401804302567662
32,1201421.3545980905,1207821.3545980905,0.71547536433032621
33,1194204.1831046136,1200804.1831046136,0.71367106176266482
34,1193736.2230164318,1200536.2230164318,0.71637751561415686
35,1195359.5122954652,1202359.5122954652,0.7208188757807078
36,1190429.4776038162,1197629.4776038162,0.71533657182512145
37,1189748.1201507861,1197148.1201507861,0.71367106176266482
39,1187201.1729577561,1195001.1729577561,0.71422623178348366
38,1188224.9404443684,1195824.9404443684,0.73018736988202637
40,1186821.7069500473,1194821.7069500473,0.71394864677307424
41,1185179.3055464607,1193379.3055464607,0.72984038861901457
42,1185919.581102543,1194319.581102543,0.69999999999999996
43,1185265.1953607053,1193865.1953607053,0.73483691880638446
44,1185282.4341795687,1194082.4341795687,0.71304649548924359
45,1178676.7590923661,1187676.7590923661,0.73039555863983341
46,1182609.7931232159,1191809.7931232159,0.73997224149895902
47,1177750.2169408882,1187150.2169408882,0.71630811936155447
48,1179800.4556362506,1189400.4556362506,0.72276197085357385
49,1176720.9707246558,1186520.9707246558,0.71464260929909784
50,1174023.0119884086,1184023.0119884086,0.71394864677307424
51,1177357.9830351884,1187557.9830351884,0.73594725884802226
52,1176474.6229446123,1186874.6229446123,0.7265093684941013
53,1178228.5430946196,1188828.5430946196,0.72748091603053433
54,1173417.3380885245,1184217.3380885245,0.71457321304649546
55,1171828.1804842753,1182828.1804842753,0.71873698820263709
56,1174022.5223016003,1185222.5223016003,0.72595419847328246
57,1168948.4640307066,1180348.4640307066,0.72526023594725886
58,1168371.1087735912,1179971.1087735912,0.7258154059680777
59,1169735.6472691307,1181535.6472691307,0.71346287300485778
60,1165078.4682375428,1177078.4682375428,0.72789729354614852
61,1169756.5932225967,1181956.5932225967,0.72539902845246351
62,1167974.1088997182,1180374.1088997182,0.70173490631505897
63,1164246.9501415635,1176846.9501415635,0.73025676613462875
64,1162594.0783921673,1175394.0783921673,0.71915336571825117
65,1165326.3923752345,1178326.3923752345,0.72477446217904229
66,1165079.5026893558,1178279.5026893558,0.72123525329632199
67,1163515.787051369,1176915.787051369,0.72054129077029838
68,1162805.8424843007,1176405.8424843007,0.71894517696044413
69,1161263.3138218911,1175063.3138218911,0.73317140874392783
70,1162251.4616175424,1176251.4616175424,0.71485079805690488
71,1162828.7759567774,1177028.7759567774,0.73400416377515609
72,1161679.7117841193,1176079.7117841193,0.71707147814018046
73,1158306.7215812807,1172906.7215812807,0.71734906315058988
74,1158398.5756645468,1173198.5756645468,0.72317834836918804
75,1158367.5743303318,1173367.5743303318,0.7350451075641915
77,1159025.9174461542,1174425.9174461542,0.72692574600971549
76,1159888.7549692108,1175088.7549692108,0.72886884108258154
78,1156627.7268371368,1172227.7268371368,0.71630811936155447
79,1157070.1336762942,1172870.1336762942,0.72657876474670369
80,1155081.2709304921,1171081.2709304921,0.72657876474670369
81,1153327.5505808948,1169527.5505808948,0.72623178348369188
83,1153392.2542107992,1169992.2542107992,0.73337959750173487
82,1151218.7982784996,1167618.7982784996,0.72637057598889665
84,1155482.2463564158,1172282.2463564158,0.72879944482997916
85,1149721.8636093696,1166721.8636093696,0.72498265093684944
86,1152487.1424879686,1169687.1424879686,0.71679389312977104
87,1149111.6290547554,1166511.6290547554,0.73511450381679388
88,1150910.5360588804,1168510.5360588804,0.71457321304649546
89,1148837.4542054117,1166637.4542054117,0.73310201249132545
90,1147039.6763094808,1165039.6763094808,0.73268563497571126
91,1144066.9741326033,1162266.9741326033,0.72900763358778631
92,1147972.9427985265,1166372.9427985265,0.72484385843164467
93,1144394.9472575292,1162994.9472575292,0.71873698820263709
94,1146457.9101074198,1165257.9101074198,0.72942401110340038
95,1142428.94069991,1161428.94069991,0.72990978487161695
96,1144943.4109015118,1164143.4109015118,0.73081193615544759
97,1143658.055905974,1163058.055905974,0.73074253990284521
98,1144039.8254718997,1163639.8254718997,0.72408049965301868
99,1142766.8108889495,1162566.8108889495,0.71748785565579454
100,1143713.0470824139,1163713.0470824139,0.73060374739764056
101,1143951.4250670685,1164151.4250670685,0.74587092297015967
102,1138635.6516100846,1159035.6516100846,0.72921582234559335
103,1142672.3977901416,1163272.3977901416,0.72408049965301868
104,1139175.7326656261,1159975.7326656261,0.73164469118667597
105,1142772.7390679247,1163772.7390679247,0.73934767522553779
106,1138836.3476217631,1160036.3476217631,0.72810548230395555
107,1139170.7424955701,1160570.7424955701,0.73823733518390011
108,1135660.6192425969,1157260.6192425969,0.73199167244968777
110,1136097.1147285989,1158097.1147285989,0.72755031228313671
109,1134837.2420882471,1156637.2420882471,0.72990978487161695
111,1137449.6761326885,1159649.6761326885,0.73268563497571126
113,1135357.3468576514,1157957.3468576514,0.74600971547536432
112,1137551.5662776621,1159951.5662776621,0.73615544760582929
114,1136086.6523094699,1158886.6523094699,0.72748091603053433
116,1134600.0934155751,1157800.0934155751,0.7371963913948647
115,1134484.2710202734,1157484.2710202734,0.72033310201249134
117,1136341.8796429338,1159741.8796429338,0.72734212352532968
118,1135799.2262247629,1159399.2262247629,0.73546148507980569
119,1129998.2730045137,1153798.2730045137,0.74045801526717558
120,1131676.0590912071,1155676.0590912071,0.73671061762664813
121,1133437.4656762851,1157637.4656762851,0.73351839000693964
122,1132144.9813709029,1156544.9813709029,0.73192227619708539
123,1131837.8783951518,1156437.8783951518,0.73920888272033314
124,1132101.4397298666,1156901.4397298666,0.74108258154059681
125,1129413.2931540837,1154413.2931540837,0.72414989590562107
126,1130199.0081418059,1155399.0081418059,0.73157529493407358
127,1132022.0781383102,1157422.0781383102,0.73240804996530184
128,1129029.3315136435,1154629.3315136435,0.7396946564885496
129,1130188.4944864463,1155988.4944864463,0.72852185981956974
130,1124187.1020561513,1150187.1020561513,0.73768216516308116
131,1125675.0090613957,1151875.0090613957,0.74066620402498262
132,1126644.3216118722,1153044.3216118722,0.72893823733518393
133,1126261.4449145913,1152861.4449145913,0.74795281054823037
134,1128173.9948475903,1154973.9948475903,0.72741151977793195
136,1126353.0766030597,1153553.0766030597,0.73344899375433725
135,1128287.8346405718,1155287.8346405718,0.72977099236641219
137,1127994.294131885,1155394.294131885,0.73823733518390011
138,1126872.1096566701,1154472.1096566701,0.72859125607217212
139,1125387.8987294768,1153187.8987294768,0.74295628036086048
140,1124237.3807468088,1152237.3807468088,0.74198473282442745
141,1124662.3824512353,1152862.3824512353,0.73851492019430953
142,1125195.3297596707,1153595.3297596707,0.74330326162387228
143,1121005.804101876,1149605.804101876,0.74052741151977797
144,1122867.9550283025,1151667.9550283025,0.73157529493407358
145,1123245.0800446221,1152245.0800446221,0.7396946564885496
146,1123164.8598798697,1152364.8598798697,0.73497571131158912
147,1122406.2635722337,1151806.2635722337,0.73997224149895902
149,1122701.3918118114,1152501.3918118114,0.72921582234559335
148,1119293.2867483923,1148893.2867483923,0.74836918806384456
150,1120353.2936980831,1150353.2936980831,0.74156835530881338
151,1121102.0245675007,1151302.0245675007,0.74191533657182507
152,1120886.1188141885,1151286.1188141885,0.74649548924358089
154,1114207.3178716886,1145007.3178716886,0.74045801526717558
153,1119742.7207474574,1150342.7207474574,0.73927827897293541
155,1117539.1432183615,1148539.1432183615,0.73678001387925052
156,1122017.3373734069,1153217.3373734069,0.7403886190145732
157,1117911.9197988715,1149311.9197988715,0.73462873004857743
158,1117508.887140017,1149108.887140017,0.74260929909784867
159,1115089.9911005977,1146889.9911005977,0.73948646773074256
161,1116337.9466452303,1148537.9466452303,0.73872310895211657
160,1115545.1103715634,1147545.1103715634,0.73691880638445528
162,1114120.8802274198,1146520.8802274198,0.73997224149895902
163,1112027.8258732681,1144627.8258732681,0.74476058292852187
164,1116357.1337061045,1149157.1337061045,0.74996530187369881
165,1116810.0431249409,1149810.0431249409,0.7329632199861208
167,1113092.3478793239,1146492.3478793239,0.74365024288688408
166,1115412.5475505718,1148612.5475505718,0.74122137404580157
168,1113101.7061035105,1146701.7061035105,0.73900069396252599
169,1110805.8020107381,1144605.8020107381,0.74191533657182507
171,1116991.197209192,1151191.197209192,0.740735600277585
170,1113183.787275221,1147183.787275221,0.73358778625954202
172,1111251.731321085,1145651.731321085,0.74621790423317136
173,1111091.1416056915,1145691.1416056915,0.73740458015267174
174,1111573.2076276236,1146373.2076276236,0.74191533657182507
175,1113324.7720762303,1148324.7720762303,0.73608605135322691
176,1112196.3910120076,1147396.3910120076,0.7471894517696045
177,1112423.0247486094,1147823.0247486094,0.73802914642609296
